IDMs42	+	1	1392
IDMs42	+	1592	2680
IDMs42	+	2791	4650
IDMs42	+	4650	5108
IDMs42	+	5122	6129
IDMs42	+	6116	7090
IDMs42	+	7206	7775
IDMs42	+	7860	8861
IDMs42	+	9000	11021
IDMs42	+	11127	12134
IDMs42	+	12137	12892
IDMs42	+	12876	14480
IDMs42	+	14484	14729
IDMs42	+	14759	15622
IDMs42	+	15629	16501
IDMs42	+	17281	17469
IDMs42	+	17466	17537
IDMs42	+	17720	18013
IDMs42	+	18006	19325
IDMs42	+	19318	20715
IDMs42	+	20787	21149
IDMs42	+	21142	22473
IDMs42	+	22493	23494
IDMs42	+	23787	24239
IDMs42	+	24331	24945
IDMs42	+	24917	27577
IDMs42	+	27580	30132
IDMs42	+	30125	32050
IDMs42	+	32252	33262
IDMs42	+	33332	35200
IDMs42	+	35249	37333
IDMs42	+	37341	37574
IDMs42	+	37637	39097
IDMs42	+	39186	40199
IDMs42	+	40453	41175
IDMs42	+	41177	42436
IDMs42	+	42505	42867
IDMs42	+	42871	43746
IDMs42	+	43813	44079
IDMs42	+	44081	44506
IDMs42	+	44551	45708
IDMs42	+	46132	46860
IDMs42	+	46885	47193
IDMs42	+	47227	47766
IDMs42	+	47794	48357
IDMs42	+	48373	49896
IDMs42	+	49925	50755
IDMs42	+	50775	52190
IDMs42	+	52177	52437
IDMs42	+	52543	53028
IDMs42	+	53266	54261
IDMs42	+	54264	55199
IDMs42	+	55264	56586
IDMs42	+	56614	57981
IDMs42	+	57947	59809
IDMs42	+	59809	61884
IDMs42	+	61888	62661
IDMs42	+	62655	63485
IDMs42	+	63504	64748
IDMs42	+	64810	69567
IDMs42	+	69680	72565
IDMs42	+	72585	74138
IDMs42	+	74255	74563
IDMs42	+	74754	76556
IDMs42	+	76744	77874
IDMs42	+	77935	78618
IDMs42	+	78643	79956
IDMs42	+	79996	80268
IDMs42	+	80280	80510
IDMs42	+	80511	82307
IDMs42	+	82372	83343
IDMs42	+	83690	85774
IDMs42	+	85787	86257
IDMs42	+	86301	86726
IDMs42	+	86859	87239
IDMs42	+	87232	87756
IDMs42	+	87747	88247
IDMs42	+	88806	90164
IDMs42	+	90341	91714
IDMs42	+	91786	93069
IDMs42	+	93071	93769
IDMs42	+	94435	97434
IDMs42	+	97668	97949
IDMs42	+	98112	98187
IDMs42	+	98189	98264
